419.4915901,285.4764336,404.4098846,281.6294806,392.4360559,334.8488981,362.1090318,340.9483589,0,0,0,0,434.5732955,289.3233866,449.4514742,331.5864512,432.2309349,370.5889006,0,0,0,0,0,0,0,0,431.768527,214.2166717,448.3535404,192.4662724,456.646047,181.5910728,0,0,456.9522471,219.4118619,489.643983,217.4605501,521.8963064,204.7567148,0,0,0,0,0,0,0,0,0,0,406.584807,209.0214815,365.3090402,201.0078194,347.5275872,187.4467513,0,0,0,0,0,0,0,0
415.3715524,278.0643355,402.0276355,278.7857203,408.4684162,326.2399875,389.7621437,355.5879884,0,0,0,0,428.7154693,277.3429506,427.7198348,324.5992394,403.2193413,354.7309022,0,0,0,0,0,0,0,0,418.7525901,201.9284238,432.5800161,176.0860941,439.4937291,163.1649293,0,0,444.1719249,196.8895405,473.961723,171.7465311,486.0017654,143.9562483,0,0,0,0,0,0,0,0,0,0,393.3332554,206.967307,358.1846241,215.5119237,362.849058,211.6911884,0,0,0,0,0,0,0,0
402.9343689,284.8850891,392.8100509,286.2453111,403.0410609,333.2512869,401.4059747,378.7273583,0,0,0,0,413.058687,283.5248671,439.7870739,332.9106262,403.5609171,375.6404265,0,0,0,0,0,0,0,0,397.9656385,213.073128,409.3926461,183.3838735,415.1061499,168.5392463,0,0,410.9024113,210.4740843,411.9469578,250.3849266,423.4970131,278.4716635,0,0,0,0,0,0,0,0,0,0,385.0288656,215.6721717,370.2985351,256.7121286,378.9274866,279.8863154,0,0,0,0,0,0,0,0
390.1234023,282.1824451,381.3356442,284.2970689,389.0965232,340.9213049,375.7959823,369.9393253,0,0,0,0,398.9111605,280.0678213,436.4379172,315.2118015,444.0043355,371.9184052,0,0,0,0,0,0,0,0,381.1995059,210.9674545,393.3414601,183.9080299,399.4124371,170.3783176,0,0,391.1893349,209.3823647,398.8910391,240.8009429,409.6055118,241.9124257,0,0,0,0,0,0,0,0,0,0,371.2096769,212.5525444,380.5891802,248.7356746,403.4587564,243.0264431,0,0,0,0,0,0,0,0
367.0622465,277.8792832,357.4333854,281.5507182,386.4220222,332.2471211,399.9496279,371.5245208,0,0,0,0,376.6911075,274.2078481,393.3555041,324.0516419,424.1284745,375.4855739,0,0,0,0,0,0,0,0,355.8047398,204.8661904,364.2367027,175.2608807,368.4526842,160.4582258,0,0,371.3455343,203.5138151,396.4405802,176.6021776,408.7747079,156.5430416,0,0,0,0,0,0,0,0,0,0,340.2639452,206.2185657,340.2532214,185.1203475,331.6969046,176.0920867,0,0,0,0,0,0,0,0
354.9845303,264.9224848,348.045756,265.3896018,377.9839886,310.8408931,408.8921322,365.7226098,0,0,0,0,361.9233046,264.4553677,379.5153662,305.7600471,413.3073071,366.3622672,0,0,0,0,0,0,0,0,340.1691322,191.9685199,350.5751743,174.3722671,355.7781953,165.5741407,0,0,349.1026952,188.2809311,375.5529033,171.3692827,394.4055803,151.063609,0,0,0,0,0,0,0,0,0,0,331.2355693,195.6561086,344.4428484,166.418432,394.9940297,152.7694898,0,0,0,0,0,0,0,0
327.5153531,249.0673843,332.16003,245.3785143,357.9632295,310.8573167,361.6104575,369.2443277,0,0,0,0,322.8706761,252.7562543,351.4799859,304.0289262,363.1380762,368.6476644,0,0,0,0,0,0,0,0,332.2466013,185.3852776,347.2158736,166.6251925,354.7005098,157.24515,0,0,337.7918237,185.7968633,355.0282645,164.3327293,352.5591589,136.5414393,0,0,0,0,0,0,0,0,0,0,326.7013788,184.9736918,355.5716412,170.6861648,352.5457811,136.4126114,0,0,0,0,0,0,0,0
318.5872982,257.7815761,325.5656763,257.9482692,335.2396659,298.9423005,337.6253829,362.7838551,0,0,0,0,311.60892,257.6148831,339.4028892,298.9748998,337.8681229,362.6152155,0,0,0,0,0,0,0,0,313.426199,188.1689941,334.3050886,167.6601947,344.7445334,157.405795,0,0,300.2235469,183.2990269,299.1331554,205.3264506,331.4622893,194.5912048,0,0,0,0,0,0,0,0,0,0,326.628851,193.0389613,358.54166,186.7746567,381.6934333,152.2592568,0,0,0,0,0,0,0,0
312.5104818,255.328821,325.9084536,254.9371501,321.4932034,313.1433248,316.4663717,364.8576102,0,0,0,0,299.11251,255.7204918,321.6192805,312.3366477,316.9831909,364.4187555,0,0,0,0,0,0,0,0,306.8796075,185.8039041,325.1135534,158.2001397,334.2305263,144.3982575,0,0,290.4142699,185.2316314,260.6445959,175.6634319,257.7967501,152.4002622,0,0,0,0,0,0,0,0,0,0,323.3449452,186.3761768,348.16431,165.2454482,369.2655341,135.8186311,0,0,0,0,0,0,0,0
306.6089036,257.0934957,299.9953461,260.2718407,301.8937177,319.0902966,285.4322169,369.5104219,0,0,0,0,313.2224611,253.9151507,360.1103945,276.4363473,394.4347764,304.7280271,0,0,0,0,0,0,0,0,299.8552819,180.4130052,306.0672985,160.6211334,309.1733067,150.7251975,0,0,321.0896941,176.6047692,342.075587,162.2412579,367.6635385,132.4985455,0,0,0,0,0,0,0,0,0,0,278.6208697,184.2212411,224.8636739,175.4722155,209.204916,164.1818901,0,0,0,0,0,0,0,0
